epoch,step,test/rmse,train/loss
0,49,,0.004809461534023285
0,99,,0.004834724124521017
1,149,,0.004721518140286207
1,199,,0.00521788140758872
2,208,0.07549500465393066,
2,208,0.07563569396734238,
2,208,0.07543035596609116,
2,208,0.07564054429531097,
2,208,0.07540366798639297,
2,208,0.07527924329042435,
2,208,0.07564118504524231,
2,208,0.07520000636577606,
2,208,0.075404092669487,
2,208,0.07551168650388718,
2,208,0.07549860328435898,
2,208,0.07535669952630997,
2,208,0.07547347247600555,
2,208,0.07533803582191467,
2,208,0.07510125637054443,
2,208,0.07550927251577377,
2,208,0.07554478943347931,
2,208,0.0752825140953064,
2,208,0.07547170668840408,
2,208,0.07560235261917114,
2,208,0.07531596720218658,
2,208,0.07570473849773407,
2,208,0.07547517865896225,
2,208,0.07559358328580856,
2,208,0.07577364891767502,
2,208,0.07546084374189377,
2,208,0.07509854435920715,
2,208,0.07550184428691864,
2,208,0.07529175281524658,
2,208,0.07539006322622299,
2,208,0.07550644129514694,
2,208,0.07531681656837463,
2,208,0.07520131766796112,
2,208,0.07555636763572693,
2,208,0.07537306845188141,
2,208,0.07544498145580292,
2,208,0.07547134906053543,
2,208,0.07546813040971756,
2,208,0.07553714513778687,
2,208,0.07556852698326111,
2,208,0.075434111058712,
2,208,0.07532967627048492,
2,208,0.07541332393884659,
2,208,0.07552965730428696,
2,208,0.07585746049880981,
2,208,0.07528341561555862,
2,208,0.07526720315217972,
2,208,0.07546016573905945,
2,208,0.07583547383546829,
2,208,0.07557923346757889,
