epoch,step,test/rmse,train/loss,val/rmse,val_loss
0,0,0.09837786108255386,,,
0,0,0.09809361398220062,,,
0,0,0.09836045652627945,,,
0,0,0.07874397188425064,,,
0,49,,0.0037159810308367014,,
0,99,,0.004455651622265577,,
0,103,,,0.06627972424030304,0.06627972424030304
1,149,,0.004320982843637466,,
1,199,,0.00412406399846077,,
1,207,,,0.06819318234920502,0.06819318234920502
2,249,,0.004238866735249758,,
2,299,,0.004635465331375599,,
2,311,,,0.06533433496952057,0.06533433496952057
3,349,,0.0034251059405505657,,
3,399,,0.020451797172427177,,
3,415,,,0.06362061947584152,0.06362061947584152
4,449,,0.003720496315509081,,
4,499,,0.003770148614421487,,
4,519,,,0.06255098432302475,0.06255098432302475
5,549,,0.003240193473175168,,
5,599,,0.003633494721725583,,
5,623,,,0.062220532447099686,0.062220532447099686
