epoch,step,test/rmse,train/loss,val/rmse,val_loss
0,49,,0.006700124591588974,,
0,99,,0.006280614994466305,,
0,149,,0.005759737454354763,,
0,199,,0.006205025594681501,,
0,249,,0.005658967420458794,,
0,299,,0.005699612200260162,,
0,349,,0.0054005589336156845,,
0,399,,0.005213844124227762,,
0,449,,0.00519690802320838,,
0,499,,0.005379070527851582,,
0,549,,0.004951856564730406,,
0,599,,0.005242526531219482,,
0,649,,0.005010976921766996,,
0,699,,0.0048341937363147736,,
0,749,,0.00466901483014226,,
0,760,,,0.06862866878509521,0.06862866878509521
1,799,,0.004564587026834488,,
1,849,,0.004776772111654282,,
1,899,,0.004128254484385252,,
1,949,,0.004588213283568621,,
1,999,,0.00456101493909955,,
1,1049,,0.004999667871743441,,
1,1099,,0.004400121048092842,,
1,1149,,0.004236131440848112,,
1,1199,,0.0046821353025734425,,
1,1249,,0.0048048547469079494,,
1,1299,,0.004313623066991568,,
1,1349,,0.003936939872801304,,
1,1399,,0.004141699988394976,,
1,1449,,0.004567671101540327,,
1,1499,,0.004552673548460007,,
1,1521,,,0.06555245816707611,0.06555245816707611
2,1549,,0.0041137514635920525,,
2,1599,,0.004184241872280836,,
2,1649,,0.0042642997577786446,,
2,1699,,0.003984523005783558,,
2,1749,,0.003507140791043639,,
2,1799,,0.0039019975811243057,,
2,1849,,0.00391210475936532,,
2,1899,,0.003909225109964609,,
2,1949,,0.0038729067891836166,,
2,1999,,0.004051634576171637,,
2,2049,,0.0036321538500487804,,
2,2099,,0.003922685515135527,,
2,2149,,0.003973090555518866,,
2,2199,,0.004055907484143972,,
2,2249,,0.003363638883456588,,
2,2282,,,0.060940973460674286,0.060940973460674286
3,2283,0.09936464577913284,,,
