epoch,step,test/rmse,train/loss
0,49,,0.008017461746931076
0,99,,0.004995764698833227
1,149,,0.005324437282979488
1,199,,0.004150969907641411
2,208,0.07761291414499283,
2,208,0.07757200300693512,
2,208,0.07765091955661774,
2,208,0.07733287662267685,
2,208,0.07757194340229034,
2,208,0.07736128568649292,
2,208,0.07734046131372452,
2,208,0.07761571556329727,
2,208,0.07743790000677109,
2,208,0.07750017195940018,
2,208,0.07736114412546158,
2,208,0.07775995880365372,
2,208,0.07755318284034729,
2,208,0.07759202271699905,
2,208,0.07778926938772202,
2,208,0.07769523561000824,
2,208,0.07746116816997528,
2,208,0.07754341512918472,
2,208,0.07744462788105011,
2,208,0.07699861377477646,
2,208,0.0775405615568161,
2,208,0.07753775268793106,
2,208,0.0773451030254364,
2,208,0.0779152438044548,
2,208,0.07751034200191498,
2,208,0.07721440494060516,
2,208,0.07757707685232162,
2,208,0.07772154361009598,
2,208,0.0771772637963295,
2,208,0.0771959125995636,
2,208,0.07767566293478012,
2,208,0.07756692171096802,
2,208,0.07770463824272156,
2,208,0.07753540575504303,
2,208,0.07766825705766678,
2,208,0.0773535743355751,
2,208,0.0777096077799797,
2,208,0.07774699479341507,
2,208,0.07733500748872757,
2,208,0.07740792632102966,
2,208,0.0776955634355545,
2,208,0.07761432975530624,
2,208,0.07745838165283203,
2,208,0.0774645209312439,
2,208,0.07758650183677673,
2,208,0.0772363469004631,
2,208,0.07732106745243073,
2,208,0.07739636301994324,
2,208,0.07757149636745453,
2,208,0.0773395448923111,
