epoch,step,test/rmse,train/loss
0,49,,0.006680350285023451
0,99,,0.005333408713340759
1,149,,0.004761734511703253
1,199,,0.005509801208972931
2,208,0.07775446772575378,
2,208,0.07778067886829376,
2,208,0.07785384356975555,
2,208,0.07799582183361053,
2,208,0.07819373160600662,
2,208,0.07785700261592865,
2,208,0.07807762175798416,
2,208,0.07778594642877579,
2,208,0.0777469053864479,
2,208,0.0780501440167427,
2,208,0.07791178673505783,
2,208,0.07751669734716415,
2,208,0.07788561284542084,
2,208,0.07791908085346222,
2,208,0.07776513695716858,
2,208,0.07811083644628525,
2,208,0.07783162593841553,
2,208,0.07823441922664642,
2,208,0.07801949232816696,
2,208,0.07796785235404968,
2,208,0.07802269607782364,
2,208,0.07778403908014297,
2,208,0.07795169204473495,
2,208,0.07785183936357498,
2,208,0.07815657556056976,
2,208,0.07818297296762466,
2,208,0.07803133130073547,
2,208,0.07787789404392242,
2,208,0.0778694897890091,
2,208,0.07775614410638809,
2,208,0.07787778973579407,
2,208,0.07813659310340881,
2,208,0.07790139317512512,
2,208,0.07803228497505188,
2,208,0.07794815301895142,
2,208,0.07798215746879578,
2,208,0.07833919674158096,
2,208,0.07796085625886917,
2,208,0.07779034972190857,
2,208,0.07784256339073181,
2,208,0.07780636101961136,
2,208,0.07790395617485046,
2,208,0.07782283425331116,
2,208,0.07799635082483292,
2,208,0.07804322242736816,
2,208,0.07776372879743576,
2,208,0.07774699479341507,
2,208,0.07792416960000992,
2,208,0.07771722227334976,
2,208,0.07749894261360168,
